lower3.nbtitle,Text 01
lower3.nbtitle,{$$TEXT1}
lower3.nbtitle,Text 01
lower3.nbtitle,{$$TEXT2}
lower3.nbtitle,Text 01
lower3.nbtitle,{$$TEXT3}
